"macrocode","Macrorregiao","MPIBPC20092013","MPIBPC20142018","Med_por1000_20092013","Med_por1000_20142018","MPSaude20092013","MPSaude20142018","Mpobres2010","MTMI2010","MTAnalfa2010","MGini2010","MExPobres2010","MITheilL2010","MITheilRT2010","MAguaEsgRuim2010","MSemEletric2010","MIDH2010","MIDH_Edu2010","MIDH_Long2010","MIDH_Renda2010"
2110,"MACRORREGIAO NORTE",8549.29681239873,12516.5214773706,0.627646868150965,0.648735127997753,7.51039453241008,7.85461537451948,39.0033480685008,26.8137095105749,18.8633655952102,0.567867822834657,22.4376869361313,0.592342766397244,0.485099995903999,27.0993946762946,3.24368774176515,0.638422470921655,0.580235893386054,0.765194487513328,0.591735555139868
2111,"MACRORREGIAO LESTE",5272.98938842292,8723.70220945023,0.532103260944811,0.546269657475702,1.788267496541,2.1843205418505,44.3366714747442,31.3532186430928,28.686805996676,0.559882058769302,25.7081878303517,0.593229620885038,0.520494104892968,18.6001290102331,3.86097881514114,0.590463866124357,0.498047998035073,0.740864597238808,0.559516603177892
2207,"SEMI-ARIDO",5613.08828996121,9386.80153425503,0.50543320441381,0.53815983436913,2.36735238976369,2.45298607779702,38.7936033350986,28.6247339891164,30.4931107412484,0.535575768985131,22.8789392993056,0.558950629773443,0.52206520649074,9.43221558150459,8.35047174508559,0.592403672549478,0.482427674139967,0.75092929189854,0.577127279508919
2208,"MEIO NORTE",10707.7152936535,16725.7335619614,1.34988008302323,1.43588796426373,13.8703546570922,15.5100194136269,24.8469342872647,19.699623200169,16.8469731908212,0.583205078513898,12.090927445893,0.642261520970225,0.536814696257385,4.70814641538571,2.7521796403454,0.69022089301104,0.621717767958791,0.798641797725825,0.666789103812229
2209,"LITORAL",5091.77849378799,8745.95656395808,0.470794771037249,0.595702173748145,2.37666715339174,2.71278360481547,41.4456468042702,24.7957529441435,28.8601220869972,0.549604197615159,22.7436101243476,0.571250272961859,0.547518215398432,11.6409782030344,6.67870828296995,0.592878094464795,0.475709131842885,0.768870885196087,0.573440065264796
2210,"CERRADOS",7821.12794973977,14367.5962427299,0.480611495195789,0.545620448231366,2.16065563621255,2.65193321629765,41.4401199157377,26.0213469116271,24.0301471985218,0.557647828057678,25.2892943293141,0.599030028428974,0.500596470083585,10.6555263875406,15.671335970727,0.599169854868093,0.494136908865776,0.761732022625087,0.574340095272663
2306,"5ª MACRO - LITORAL LESTE/JAGUARIBE",8021.09509628164,12738.090536085,0.488357155008422,0.51485245482145,2.54177202510035,2.97913490428187,32.4505421722872,23.4437438459857,24.2759924091624,0.49882759861415,15.7192409742736,0.473057614147898,0.450776145734797,15.5293214286405,0.660128854661769,0.639668835201059,0.577937882419396,0.76875579517119,0.589864811902371
2307,"4ª MACRO - SERTAO CENTRAL",5329.20514890647,8369.63760191688,0.400587083330582,0.430126086361415,1.60295782795924,1.55277182464804,44.2297185654663,22.9434932250872,28.0482534691311,0.547582854855967,25.2906040984343,0.578345255110792,0.498467195373947,17.7452223592541,1.4605057294772,0.615193426823591,0.540736078146312,0.770851873208262,0.559907356436371
2308,"3ª MACRO - CARIRI",6400.87573695915,10262.7278009111,0.672859636678686,0.750769048759699,3.3973890368737,4.62624085250206,36.9219098302114,22.4369192913666,25.2688111169285,0.540031605949288,18.8478972191317,0.555925884297897,0.521546223078389,9.9664091928283,0.921538839109143,0.640076721432291,0.573330696540205,0.77778035038997,0.58963976900554
2309,"2ª MACRO - SOBRAL",6210.22773543625,9932.84362663604,0.47423192572628,0.548803977780463,2.14788775689752,2.32010987653794,44.173799721487,23.6889857044996,27.6831992139887,0.554913837851398,24.3717719602363,0.587312252964427,0.540540598256238,14.2979817390661,1.60731937981006,0.620876529972309,0.553426597027694,0.767487162994433,0.564729143845859
2310,"1ª MACRO - FORTALEZA",13909.4948728538,20574.1968092257,1.29910333018227,1.28835167130212,20.6566742778196,20.7373599806259,20.9712005824668,18.5921861321933,12.0827296219146,0.559460551239289,8.22738181049705,0.587405600134225,0.47073094857826,8.61518238416218,0.623969891978223,0.708232161783285,0.654502293239425,0.80320063747701,0.677810424624051
2401,"MACRORREGIAO II",12862.611168419,15608.2267129303,0.783257625877657,0.763233444492353,9.40006138983959,7.87094821793419,25.7613383846357,21.9527705248124,21.8604545686395,0.512367606731939,11.8662698167881,0.495858324690497,0.437437194717628,11.543332863746,0.888191380319595,0.654271393144187,0.573597026054811,0.782086808886859,0.626113793966127
2402,"MACRORREGIAO I",12513.9642391504,18099.0191292018,1.318559912617,1.23497831692657,16.6924833105626,14.8202494990398,23.0211579414734,19.6476677305256,17.711116335389,0.547332954023464,9.77836407691005,0.569939520832685,0.448409717782368,8.63062964869622,0.549253380840899,0.681949588609444,0.59911814933748,0.797222387613457,0.667603260927515
2501,"MACRORREGIAO III - SERTAO/ALTO SERTAO",6529.784941009,10387.5808371811,0.655060316468291,0.713429202921576,3.18235099296726,2.56732117472343,32.7460181090756,23.3096050137979,27.0384766765302,0.516989881526305,16.2772633573827,0.512833837594618,0.494408628963438,8.99459675721204,0.76335718322971,0.618277915572253,0.512779252141725,0.774892252108477,0.596315838237413
2502,"MACRORREGIAO II - CAMPINA GRANDE",8849.14194812463,13234.5967287854,1.02142598881314,1.06834827321972,8.2157148740328,7.79760436617202,30.4302575132272,23.14383654912,21.8659606953495,0.533184393774855,13.9149121520976,0.532394292960248,0.447606354671064,16.8404772479611,0.498097587714152,0.637697497984365,0.541687853909394,0.776970359135027,0.619051964434716
2503,"MACRORREGIAO I - JOAO PESSOA",12158.7274031661,17847.2126897431,1.46132804202447,1.39868564248284,12.7153232440705,13.0416131794268,26.0284974513522,21.9588185326082,19.869825961462,0.553356092988814,11.5706820558407,0.584911176747571,0.468769488719405,10.0363590221687,0.507000862242932,0.66610077234952,0.572615452994418,0.789289403973878,0.657861900481266
2605,"VALE DO S.FRANCISCO E ARARIPE",8531.98933753873,12105.0488254191,0.778199672411615,0.925958751962887,7.678511645016,7.04145639399652,35.5480454522256,22.5929782824327,20.7971958331207,0.581100268723552,17.9587909770132,0.632582874920393,0.552846916336217,11.1316075815102,1.8729067078813,0.629307401103742,0.528026030236392,0.776131580232065,0.61142016513961
2606,"SERTAO",6923.70499442113,10015.894206064,0.542384919226597,0.639188505163318,2.4151490380627,2.16204504562482,41.0187152545344,26.0191806783265,26.3718667125642,0.546670900755912,23.0471728816746,0.570915947824165,0.481384788526296,15.8218070119058,1.11874481271141,0.602478444886766,0.502385775492499,0.757647785169086,0.57638111757092
2607,"METROPOLITANA",15389.2150659545,22171.7938472977,1.57721852343722,1.48661573223107,21.327323935465,17.8420292447592,22.1048152803414,19.118379854505,14.1410048479663,0.565931237342978,8.64862355681928,0.619012619657896,0.449674199852039,8.69006306466197,0.20064563888536,0.693974702022882,0.616313837347462,0.802448183367085,0.678447923501147
2608,"AGRESTE",7929.76538248874,12206.2118608427,0.638708660995519,0.69439388269335,6.39662921672786,6.10692517471307,32.0540178756091,24.7318317457007,26.4184402343076,0.524796171677409,15.7988317098059,0.518006539690245,0.442465465501396,14.9063493680521,0.562167196827128,0.606583757661118,0.481855965572901,0.765082644637517,0.607055364591435
2703,"2ª MACRORREGIAO DE SAUDE",6296.80450094858,10111.8810612496,0.648304331225215,0.67883133539857,3.41113175704625,3.36749486755519,44.565330084066,29.1969878045336,31.5819781862738,0.559955322574518,25.6805821214326,0.594626972230258,0.483831262120225,26.950847760723,1.50696947383492,0.577932733543523,0.458045672854495,0.751342009734166,0.56281400769266
2704,"1ª MACRORREGIAO DE SAUDE",11160.2965506892,16761.543988095,1.18394727220171,1.09884827688937,12.8737595286171,13.2258744537197,28.9507077749987,26.535829746953,21.3716237264191,0.567166559763798,12.2216868078676,0.608489875589896,0.446306621307374,6.24297055928429,0.786804892155463,0.644476014673792,0.542710721792568,0.770957372262216,0.643361168516015
2801,"MACRO UNICA",13684.5334976209,17498.0851998554,1.24875123340148,1.24254760658878,12.4614882083305,12.2028679009713,27.8703509110418,22.1038668154082,18.7179923037383,0.537591011099038,11.6920523235544,0.547843107672713,0.453732981885545,11.0003010903682,0.818267021015785,0.652949002837017,0.555824674555383,0.78394578526192,0.643814268451371
2910,"SUL (NBS - ILHEUS)",9549.00609008295,12898.8278885092,0.659011762532424,0.674137653960365,5.47002411524677,5.3471079937444,31.2238954674576,23.6866974262151,21.0171681000935,0.539055712142677,12.9944863478673,0.539978885290659,0.432847091448788,10.6634357805936,5.47399771420995,0.623119306700974,0.508310486890466,0.773850703659965,0.617854328147135
2911,"SUDOESTE (NBS - VITORIA CONQUISTA)",7135.39550711766,11001.1738690973,0.625645426650031,0.682338929520221,3.83648294762276,3.86377195968463,31.1719427479886,23.4997645338843,22.4288361628457,0.509218601682337,14.7283294906408,0.49191580807423,0.432638685998637,10.9436310628007,5.14492328108445,0.611911686126531,0.495128967799997,0.773711476567789,0.600723144272863
2912,"OESTE (NBS - BARREIRAS)",13249.4794172203,21144.1051839981,0.502926166980833,0.555608021527619,2.53528938793294,2.52255280068993,37.850258381489,22.8375579208593,20.5631462530921,0.565325491564624,22.8553221728405,0.611822629592755,0.467246223098092,9.2781047348271,6.1164465246344,0.624141452916885,0.532542699206129,0.77748887771243,0.589955225735964
2913,"NORTE - (NRS - JUAZEIRO)",7950.63773818091,11553.2818467753,0.631372298411909,0.670543754540067,5.29110382796402,5.38724867551474,37.136631878026,24.800628880407,21.8293237261349,0.556576774156748,19.8908497482806,0.585647050030143,0.509899027052331,11.4594738234493,6.91601909703611,0.612670272726289,0.507452749636853,0.766734431411271,0.594119329430265
2914,"NORDESTE (NRS - ALAGOINHAS)",8911.19063727201,11641.4855016296,0.596837588998375,0.576756144770699,5.16295951327948,4.37799540276168,39.2052328067766,27.8010183075506,23.8374976114973,0.545275855157752,20.5623169644559,0.564050199748915,0.456567171336492,13.8464198772611,3.68172827999523,0.59407119398085,0.479230986964985,0.751590185805224,0.58501884857569
2915,"LESTE - (NRS - SALVADOR)",18249.0015861458,25312.8568843566,1.77409701614278,1.64298155063376,21.3251873560257,19.2649974620256,16.9990462047389,16.743162444546,7.51988893321682,0.597217948948025,6.92933663860202,0.673098352335292,0.528587026394754,3.58763772681446,0.579241707033463,0.722505150016312,0.637958994743689,0.819952061409987,0.723197297805951
2916,"EXTREMO SUL (NRS - TEIXEIRA FREITAS)",11421.54489838,16872.171948372,0.757590753770872,0.731430728373967,8.61522921597648,7.36679611261761,24.3063570795284,21.6954801856339,18.6714186680979,0.550196328363628,9.62065200748218,0.555063430175505,0.432965433053672,10.3470171374601,3.77585589958511,0.649273169377774,0.536437731351765,0.786321048505274,0.650019806473509
2917,"CENTRO-LESTE (NRS - FEIRA SANTANA)",8312.46512469288,12861.7696990827,0.63004643106836,0.627296104443087,6.01805901034933,6.21351595956769,33.5216816892092,23.8711440801143,19.6570146854607,0.553457202194813,17.3180319929165,0.580480279755738,0.479305928987868,14.3430233053533,4.0490350085446,0.622163321422683,0.51465171973721,0.772114958430272,0.608662763855543
2918,"CENTRO - NORTE (NRS - JACOBINA)",5401.83435636283,8521.27438701989,0.400333620506401,0.473721977930381,1.71500982064071,1.75584897214223,41.0438184616462,28.8405215927847,21.1725827452211,0.532357164250901,20.7426817918374,0.533515318578988,0.509401376720739,13.3754927630752,3.5642470110327,0.598196987240244,0.50485394286959,0.743701136980991,0.572110048194302
3101,"SUL",17909.4108883597,26409.0436886543,1.37541034832577,1.32083379599537,22.3520637947278,19.6047855287696,6.92830581571511,13.336291726226,7.45358811737014,0.479761814902221,1.27035160311677,0.408345925148921,0.357807668006958,0.42205319427711,0.188242672006442,0.727832321938944,0.63070993621454,0.85553514808785,0.71596963868658
3102,"CENTRO SUL",16675.2117969374,22403.9770846876,1.41211572918845,1.4005435240467,22.0497099158858,20.0815965543886,12.3040515193079,14.1848113217736,6.80979589109151,0.501597338848598,3.16795311934681,0.457841932034798,0.376236182586955,1.32751075962696,0.344780784413256,0.720456385035343,0.633279203544602,0.848211913350577,0.697758424099404
3103,"CENTRO",27530.427186976,33597.5441556681,2.40390441665031,2.36157092486697,38.2632617800619,31.7898700825794,6.71718448310316,13.9432412967696,4.8393490852419,0.522882716795184,1.63567628035353,0.507671993057629,0.405086358247802,0.883607239515417,0.218259678184502,0.757810093004988,0.680062773840615,0.846557039010344,0.757715072924852
3104,"JEQUITINHONHA",7001.13392417137,12047.1194937647,0.620404474999046,0.719792104845389,5.01625040614481,4.89889983275498,27.8392184968059,17.8244107884552,18.1054546465742,0.511619153072394,11.7566269772051,0.496701274865953,0.396382292938562,8.44424181752454,2.09819875572274,0.645360046616157,0.539735728857778,0.8083974482457,0.617690609271155
3105,"OESTE",16899.4681473744,24039.4743078265,1.02142503186755,1.05348483123078,25.8305000197348,25.0684912599769,4.81113312979353,14.0322201113119,6.27578832203224,0.44883979735261,0.920896836552042,0.355644634254754,0.323403671267765,0.388032760298411,0.119941100453588,0.726669818444551,0.630910930739831,0.84939584888628,0.717822735018972
3106,"LESTE",9858.73607647411,14271.7456820428,0.981281536051431,1.01530430004714,13.1929972785189,12.0308402144138,18.9502401840179,16.6932569784913,14.4151403929386,0.507496468102174,6.54884803261318,0.465911828265958,0.393956084741603,3.14461428981915,1.10836272590677,0.671376227933121,0.562529042376788,0.817365760944394,0.660207244580931
3107,"SUDESTE",14842.4322126996,20486.0655289883,1.93997036031083,1.90605055495078,24.0544326827872,20.8554276488536,9.53091320965716,15.0255119386828,7.35443567638919,0.507486704300581,2.36394554188752,0.462978326031231,0.376902663735613,0.486553490456203,0.322613897484604,0.724209612477915,0.630068544021978,0.841829365687266,0.718621482352401
3108,"NORTE",9585.81592558083,13616.1860580646,0.868364716578634,0.970830673620247,7.09434076033085,6.85961028502748,26.4785610156597,17.2903310086857,16.2024715209535,0.512925334432258,10.8795844037279,0.49148153173144,0.403814404361884,7.83889937234515,2.19332751537437,0.670429795219679,0.594165754136816,0.816334420211754,0.624591318075192
3109,"NOROESTE",17613.5980579205,26898.0605451575,0.919169679242182,0.971483355947372,11.5797123990538,10.7860413440814,10.5668762424306,14.9878394190096,9.18912748830699,0.503427209267422,3.59241726063398,0.455419876438463,0.414473745470584,1.94034587428823,1.65584572573259,0.719986936292602,0.632376109189928,0.840546399899533,0.703497119245766
3110,"LESTE DO SUL",10588.2238379704,15515.8684531032,0.869858985761072,0.883255123784417,11.2659794672631,10.5356762756348,17.6233351256284,16.0760516841816,12.3828297885442,0.499304309167889,5.63536398358098,0.450543621106827,0.388362212813508,1.40757981595433,0.503507456297789,0.669393640556733,0.548275991907638,0.826795502641132,0.663572991215251
3111,"NORDESTE",7378.84231232006,10618.8456278365,0.637103339971121,0.658694667940157,5.75389179842503,5.87087050624562,31.0052707078857,18.7749059026865,22.7625784082596,0.52616704725036,13.2030708231094,0.513714891616919,0.419346691389186,7.1519241620682,3.38710656466777,0.624853314285644,0.500713577770458,0.799626845399132,0.611357615436524
3112,"TRIANGULO DO SUL",28627.6531178602,40545.7240100795,1.82574034508631,1.8102243581895,25.2926743856402,26.0186313736448,4.18613668151307,13.3737516695041,6.06255768029211,0.486437851455693,1.20379792838186,0.414744501384327,0.364495078903774,0.464854803299456,0.293812846440015,0.748054256733905,0.656492861974285,0.854089408035402,0.748440502599554
3113,"TRIANGULO DO NORTE",27948.8668641406,40307.0947951865,1.84062645910457,1.73569610482175,26.4157102362675,23.6041680334439,4.10120407550473,11.9479538078928,5.90787433012199,0.492883635043505,0.987633131627742,0.423901629082248,0.40098016363769,0.496245748320958,0.212128138184446,0.75915829817481,0.670607144008292,0.870294191591472,0.751226811066834
3114,"VALE DO ACO",18647.2720810026,23709.4078865625,1.03489050739804,1.08146070243191,22.2013524357754,22.1913706409348,11.9040842615765,14.8719515481911,9.03256993218736,0.489600518634772,3.73557601224937,0.437018066797813,0.362862269830322,0.861415192123075,0.417524411404355,0.718403951211614,0.634968305652839,0.841726059357418,0.696407561766367
3205,"SUL",36168.0657382966,37081.9755569281,1.30949700860881,1.27263740715714,16.3322463846423,14.8527720981435,11.9889469775231,14.0705381491059,9.91451887724657,0.497836287047078,3.40469905164614,0.441886329074938,0.37949106186116,0.731782029400253,0.259935819286617,0.707534356973737,0.614274217351411,0.833890783707306,0.693039770867955
3206,"NORTE",13271.7532202521,16267.0282388825,0.827689421675247,0.869083092196852,12.2668781670882,11.3290702128025,16.207865385165,14.7459511356048,14.2405403769153,0.51562114633595,5.48291383122738,0.486912885431364,0.420515952512725,2.18140713140588,0.506986392489756,0.694664400913577,0.599741093537667,0.825623874593684,0.677722886964385
3207,"METROPOLITANA",28572.1003471265,32422.38552997,2.21918369578785,2.04380803687652,40.4211073508627,31.56880904002,6.93424082343999,12.7258375482396,5.79745686276637,0.514174413155364,1.66415283097541,0.483023256775239,0.404934155491934,0.754577147897094,0.0688307542705797,0.755966420256764,0.677182672459805,0.846597587156717,0.756022913692465
3208,"CENTRAL",23315.6929018063,28181.1912366677,1.40564631091298,1.34593378826047,21.5517781581696,20.4708051303406,10.8732736276085,14.4625889634554,10.3222233424704,0.510329633013712,3.37929424367497,0.467894686172987,0.390583964348103,1.26002980910272,0.181763603138095,0.718649523369426,0.632608627310949,0.829141984449556,0.707949903903715
3310,"MACRORREGIAO III",59039.4699830411,49804.680624282,1.79889108176803,1.67653228440536,21.5646173398775,19.49827349748,10.0973276700094,14.9628402854913,7.10188943304119,0.525294489415386,2.81399255673298,0.498413382933451,0.392974171148567,3.62182797084865,0.141307949467669,0.723342021477378,0.634293712269855,0.823639894589821,0.725290499707284
3311,"MACRORREGIAO II",26999.3852355992,39254.3815250601,2.35472238131818,2.11687992415346,37.9711033061047,32.4687173258226,6.64392543989242,13.8240138977339,3.79657074945636,0.54609543963467,1.84694350441606,0.564082555779849,0.426794349781508,1.47764320196546,0.0594178297487919,0.762259569848737,0.682707013556526,0.836859391669438,0.777043304862156
3312,"MACRORREGIAO I",32555.7665074387,41218.5766080719,2.11897970626202,1.95845459553569,26.6716103374366,22.2139042933271,7.62471095396194,14.6476730200191,5.17730575355913,0.500454139645878,2.0240777084491,0.448608209618319,0.361417156308267,0.857838402757601,0.222446158229223,0.734143389062681,0.656933841968232,0.826330879013627,0.729711233219844
3518,"RRAS9",22225.4191313897,30783.6171339199,1.69541498354833,1.69013971812481,24.687281990813,21.4230165566475,4.29843835769899,12.8893436938908,5.56185215893164,0.475004010161127,1.04135900451982,0.408240324062875,0.334738502409482,0.379582894000639,0.188357360446085,0.76204695612459,0.695993104246339,0.849948297543492,0.749080070884137
3519,"RRAS8",26925.1162677893,36527.4116152538,1.34494167206998,1.25570203579848,28.8953569778574,26.0701054287925,6.59221824543383,14.2317334294539,5.18983059416429,0.487328347189677,1.75917464253487,0.428256187205085,0.349802025487112,1.05160276163879,0.187383188528303,0.756507129240273,0.701308356694736,0.838266077014163,0.737883361063853
3520,"RRAS7",23476.2140312167,32300.669319344,1.76295961506131,1.68048244401156,36.1515569618991,30.6384821386483,7.24109872415882,14.1142615376358,4.79490897465142,0.502023076819862,2.04377081718448,0.460573328612965,0.346644953661605,1.14336048061054,0.312151889196584,0.766584873215799,0.710749387676743,0.844520863373212,0.75169482149474
3521,"RRAS6",43353.2171861777,56043.2342465081,2.75358551771702,2.64942404206273,55.1840972896942,44.7690563840288,4.27,13.15,3.18,0.62,0.92,0.72,0.55,0.47,0.03,0.805,0.725,0.855,0.843
3522,"RRAS5",55488.2862381324,80025.5781812433,2.00636308282395,1.77448460575921,43.6531386683836,38.2095561612269,5.63472745584931,13.4036185971853,4.12001987453324,0.521933371211855,1.6718140421761,0.504193555741051,0.381333902680256,0.913125322961165,0.0471295445458435,0.767715631671121,0.705881377094717,0.846211287331972,0.758845823308385
3523,"RRAS4",23574.1044353735,33249.795663923,1.24564595334127,0.965607735224236,29.7715073284463,24.5828947597046,6.15708606299101,12.6700590477387,4.95706023720413,0.486216689395521,1.70175266819183,0.427633500777104,0.319961519678865,1.38469133676056,0.11526559324335,0.755235793790869,0.694232959945208,0.849420010982798,0.731086077175435
3524,"RRAS3",23427.8309361911,38672.2568689078,1.34770955885765,1.1772724064537,28.9422594544301,24.600968625011,7.15709868160525,13.9329857536099,5.67016407977979,0.450606210460231,2.01710086444198,0.367335162022504,0.26856017771768,2.1352582991259,0.16041023808374,0.739544712416091,0.680314794031004,0.841797137199981,0.707047954797894
3525,"RRAS2",26014.6666331128,34921.4717735123,1.49160429732006,1.26699367587956,35.1359512447314,28.7043855295054,7.35957376079263,13.4878279253335,4.55645703651897,0.490883265965622,2.07263902732212,0.439480628545064,0.333231472753149,0.945022019799988,0.147794919096803,0.758005864313283,0.71145142373183,0.840933182267482,0.728545504645913
3526,"RRAS17",31200.3640123472,42929.0612818165,1.84467720071501,1.70317230542997,35.7405198080844,28.4011627006948,5.67233502782397,12.6157014855643,4.01696175120132,0.521682562083976,1.40155993524667,0.487451538774721,0.395349016203346,0.788003889438902,0.237646341904995,0.78025218471832,0.731300520976387,0.85444336821523,0.760874568244904
3527,"RRAS16",45149.9401015539,66716.4765670363,1.77391078452032,1.80619091160928,47.9584130999044,39.7063077095671,3.32062599349638,12.4706211969205,4.66071850913456,0.487513428171052,0.819606115948032,0.428575192826833,0.356562316486145,1.42741657320068,0.0584687895325266,0.777330597043695,0.710303417044789,0.853202353639436,0.776175469504088
3528,"RRAS15",37339.8707266875,52311.9052978372,2.24245124174837,2.08022450974628,43.3202449070503,36.7551561816847,2.96688726319075,12.1897249229875,4.14263856010007,0.491898172837419,0.727791235537808,0.432733652330751,0.36376174697424,0.367847997676077,0.0337269043918238,0.783538003019799,0.71790310575366,0.857613908254912,0.7819403020666
3529,"RRAS14",31114.2485488383,43986.848775475,1.61332578716665,1.47516880025462,43.5199324720934,38.0855126376321,3.31175949890414,13.7487246846913,4.41017380913277,0.485799202029755,0.779484512071494,0.421976109031392,0.345285604254331,0.27334060133769,0.0561432028113018,0.774449953418699,0.711706570370328,0.852262933744117,0.767048499062711
3530,"RRAS13",24970.6870141553,34963.0975200001,1.95669812078098,1.83781553703655,37.1835745763204,31.7235873475266,3.4991609944003,13.8973507371527,5.17800463517289,0.477859862365903,0.77819263633395,0.407486865498349,0.349105384420014,0.142666615265532,0.0759751188273285,0.769906531572391,0.710002903861737,0.846890259182662,0.7597323715274
